PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,xRV Of Event (Count Ind),xRV of Event (Count Dep),RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,In Zone,Swing,Hit,In Shadow Zone,In Heart
43,2/7/25,17:54.7,3.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,1.0,0.0,0.0,Screwball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,65.25686,4.018117,1.20437,1435.223135,338.962335,5:15,1.69219,0.52207,5.3836,-29.75324,0.52122,0.13354,1.75616,1.29425,59.88394,-4.044236,1.239531,0.396013,,,,,,,,,,,,0.29862,-0.35437,-0.26259,50.0,0.5841,-2.04129,-97.84262,10.75306,0.28075,19.76604,-32.50721,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,86439af0-e5ba-11ef-a81c-f96fdfcd56f7,95.17973,5.37292,,,,,,,,,2/8/25,17:54.7,2025-02-07T19:17:54.7210000-06:00,2025-02-08T01:17:54.7210000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.61211,-95.30718,9.88302,1.69599,6.58328,-16.25361,-0.52212,-2.00528,0.14037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,c9a553f2-4257-49d3-a763-249c87aa14df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
44,2/7/25,18:13.7,3.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,1.0,1.0,0.0,Dropball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.047682132,68.12386,5.096621,0.834249,1383.116908,15.019148,6:30,1.69172,0.53215,5.31307,-34.7986,-7.06272,-2.09276,2.02707,0.8859,62.88173,-4.233428,0.284508,0.379046,,,,,,,,,,,,2.52484,-8.81288,-0.33934,50.0,0.32685,-1.74118,-101.86572,13.72643,2.60029,19.83231,-41.25019,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,918ed730-e5ba-11ef-a81c-f96fdfcd56f7,99.44019,5.24213,,,,,,,,,2/8/25,18:13.7,2025-02-07T19:18:13.6935756-06:00,2025-02-08T01:18:13.6935756Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.68506,-99.43921,9.91616,1.69754,8.67943,-20.6251,-0.53291,-1.42303,1.30014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,77cf6bb5-630a-4634-bb6b-023d5bdb0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
45,2/7/25,18:32.6,3.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,1.0,1.0,1.0,Changeup,,InPlay,Undefined,LineDrive,Single,0.0,0.0,0.5888,0.48127107,49.39992,7.550318,-0.972,947.202639,25.647064,6:45,1.72898,0.45041,5.7304,-58.91877,-6.40681,-3.81536,1.57196,-0.47582,45.33242,-8.446711,-1.982717,0.521555,66.81132,7.525668,7.614369,3337.745975,,,,75.28656,75.28656,6.354161,0.809191,3.84906,-9.31489,-0.63852,50.0,-0.46535,0.8904,-73.82512,15.8318,2.04909,11.68206,-37.13295,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,9ce0ca30-e5ba-11ef-a81c-f96fdfcd56f7,72.26929,4.0675,,,,3.95326,,3.28369,1.84101,0.42661,2/8/25,18:32.6,2025-02-07T19:18:32.5606732-06:00,2025-02-08T01:18:32.5606732Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.26869,-71.78226,5.84103,1.73542,9.3383,-18.56647,-0.45148,1.24873,1.02454,49.10869,3.30752,95.88636,-9.30877,,,,,,,1.87998,12.18114,-17.97986,,,,,,,0.44356,12.58572,-3.5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,a8a0628f-5bee-4e65-a738-d500effa40fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0
46,2/7/25,19:25.3,4.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,0.0,0.0,Dropball,,InPlay,Undefined,GroundBall,Double,1.0,0.0,0.891,0.787066187,68.18546,5.451208,0.102663,1286.342594,11.929112,6:30,1.73399,0.37672,5.0642,-36.76156,-8.54497,-1.97252,2.15556,0.27778,62.63297,-4.33919,-0.411904,0.382317,72.4352,-20.643482,-7.894638,,,,,7.41293,7.41293,-7.384755,0.054901,2.14134,-10.65808,-0.34271,50.0,0.31539,-0.42032,-101.98772,14.47009,2.1968,20.83383,-43.10813,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,bc3851a0-e5ba-11ef-a81c-f96fdfcd56f7,98.58946,5.55249,,,,2.06192,,1.93029,2.06192,-0.20107,2/8/25,19:25.3,2025-02-07T19:19:25.2630000-06:00,2025-02-08T01:19:25.2630000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.93435,-99.49245,10.41692,1.73929,9.30703,-21.55407,-0.3773,-0.15721,1.0984,180.0,1.92792,98.74367,,,,,,,,2.06282,-37.55681,,,,,,,,-0.20074,-13.6924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,d37af4fe-5c03-4754-b35d-b7d0a2ca0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
47,2/7/25,21:50.5,5.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,2.0,0.0,0.0,Screwball,,InPlay,Undefined,LineDrive,Double,0.0,2.0,0.891,0.787066187,65.57206,4.405859,-0.037887,1249.385893,155.639473,11:15,1.6479,0.49943,5.17093,-29.32061,1.16524,-0.11331,2.01006,0.46591,59.85474,-3.510669,-0.067546,0.397393,61.00191,18.045258,29.915863,1171.990283,,,,137.03544,137.03544,35.098445,1.91093,0.10713,-0.02909,-0.50676,50.0,0.48328,0.05179,-98.37416,11.32677,0.10116,20.90112,-32.20151,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,12cd1550-e5bb-11ef-a81c-f96fdfcd56f7,94.84925,5.71732,,,,14.32742,,3.73672,2.15032,-0.45667,2/8/25,21:50.5,2025-02-07T19:21:50.5450000-06:00,2025-02-08T01:21:50.5450000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.82554,-95.75258,10.45056,1.65068,7.2878,-16.10076,-0.49946,0.06448,0.05058,238.687953,3.73672,73.73488,-12.4683,2.6475,-0.52268,0.06169,0.00231,-0.00287,0.00049,2.15032,27.71394,-16.40609,0.78491,-0.08754,0.03166,-0.01291,0.00456,-0.00063,-0.45666,42.42507,0.00249,-0.51621,0.17886,-0.0205,-0.0074,0.00398,-0.00057,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,20e67817-813c-46cd-9562-dd94e68f4fca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0
48,2/7/25,22:33.4,6.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,2.0,0.0,0.0,Curveball,,InPlay,Undefined,Bunt,Single,0.0,0.0,0.5888,0.466135436,66.46549,7.241633,-1.046201,1271.270877,24.395489,6:45,1.66939,0.41601,5.11158,-38.73356,-8.89544,-4.41725,3.07678,-0.61813,60.77477,-3.06511,-2.196947,0.393149,,,,,,,,,,,,4.34969,-11.68359,-0.60933,50.0,-0.15438,1.29085,-99.07778,17.47003,4.20945,19.72549,-43.48095,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,2c5e5740-e5bb-11ef-a81c-f96fdfcd56f7,95.87319,5.69072,,,,,,,,,2/8/25,22:33.4,2025-02-07T19:22:33.4290000-06:00,2025-02-08T01:22:33.4290000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.88715,-96.63614,9.86274,1.67498,12.08791,-21.74048,-0.4173,1.8119,2.10472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d55e557d-83dc-4981-ad55-869a454acb17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0
49,2/7/25,23:09.7,7.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,2.0,0.0,0.0,Curveball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,66.07274,3.495449,0.465157,1431.395006,221.562931,1:30,1.6607,0.47183,5.25434,-28.30478,1.65012,0.63004,1.52114,0.81928,60.16914,-4.180206,0.630556,0.393917,,,,,,,,,,,,-0.47984,0.98941,-0.376,50.0,0.69566,-0.7348,-99.28031,9.69316,-0.45929,21.96036,-31.22706,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,42069f30-e5bb-11ef-a81c-f96fdfcd56f7,95.68616,5.9036,,,,,,,,,2/8/25,23:09.7,2025-02-07T19:23:09.7350000-06:00,2025-02-08T01:23:09.7350000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.73985,-96.53034,10.98018,1.66464,5.78277,-15.61353,-0.47161,-0.79232,-0.22964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,a3424f1a-e80d-4a04-9018-d46ee8414154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
50,2/7/25,23:30.0,7.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,2.0,1.0,0.0,Curveball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,-0.03,-0.049712949,66.93904,4.783214,-1.149206,1176.143505,29.662332,7:00,1.69738,0.37613,5.30766,-35.57876,-6.66414,-4.26547,1.76857,-0.70702,61.47646,-4.774361,-2.26946,0.387017,,,,,,,,,,,,4.17095,-8.47233,-0.59523,50.0,0.39486,1.49573,-100.31584,13.04117,4.12289,20.75581,-40.54879,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,4e15c7b0-e5bb-11ef-a81c-f96fdfcd56f7,97.3922,5.46259,,,,,,,,,2/8/25,23:30.0,2025-02-07T19:23:29.9730000-06:00,2025-02-08T01:23:29.9730000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.69027,-97.73572,10.3779,1.70269,8.00062,-20.27439,-0.37744,2.00824,2.06145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,6d7a30e2-6add-4f98-aad7-846532b84e27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0
51,2/7/25,23:54.5,7.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,2.0,1.0,1.0,Screwball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.04675563,65.38583,4.436102,1.372827,1431.189912,293.682058,3:45,1.66641,0.47751,5.42825,-29.91364,0.20339,1.50362,1.97933,1.46927,59.95315,-3.675846,1.768978,0.394982,,,,,,,,,,,,-1.1078,-0.80776,-0.18916,50.0,0.46216,-2.17191,-97.97753,11.51719,-1.04455,19.80252,-32.9357,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,5cb4e9e0-e5bb-11ef-a81c-f96fdfcd56f7,95.42818,5.43267,,,,,,,,,2/8/25,23:54.5,2025-02-07T19:23:54.4820000-06:00,2025-02-08T01:23:54.4820000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.56715,-95.43161,9.90126,1.67068,7.2828,-16.46785,-0.47702,-2.3062,-0.52228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,37b8c084-96b7-4734-a3e2-f40b0480a686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
52,2/7/25,24:26.3,7.0,4.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Left,LSU_TIG,Undefined,2.0,Bottom,2.0,2.0,1.0,Dropball,,InPlay,Undefined,LineDrive,Single,0.0,1.0,0.5888,0.436560945,68.1877,4.806072,0.622064,1284.498112,16.91507,6:30,1.7105,0.50521,5.27759,-34.49167,-6.86567,-2.30288,1.88894,0.7075,63.17996,-4.428144,0.017448,0.378295,63.4326,9.62713,-26.804151,1418.186881,,,,98.50137,96.92484,-32.219848,1.200651,2.68945,-8.58619,-0.35631,50.0,0.40946,-1.39719,-101.93489,13.21708,2.78552,19.19949,-41.06697,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,6fa2a5b0-e5bb-11ef-a81c-f96fdfcd56f7,99.63767,5.00774,,,,5.96852,,0.67822,1.84875,-0.70023,2/8/25,24:26.3,2025-02-07T19:24:26.3170000-06:00,2025-02-08T01:24:26.3170000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.72106,-99.5953,9.59975,1.71515,8.21278,-20.53348,-0.50589,-1.05775,1.39276,111.329485,0.67822,81.86865,-12.93546,2.17041,-0.42512,0.06167,-0.00822,0.00126,-0.00012,1.84875,15.55865,-15.07258,0.74807,-0.062,0.01313,0.00029,-0.00019,-1e-05,-0.70023,-41.36228,-2.3631,1.02445,-0.32197,0.07403,-0.01553,0.0026,-0.00025,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,98b24ab8-aaf7-499c-a712-2924eb5997f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0
53,2/7/25,25:29.7,8.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,2.0,0.0,0.0,Changeup,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,52.1068,7.143937,1.098489,1022.344709,45.031071,7:30,1.67614,0.29018,5.35169,-53.38869,-5.09481,-6.58839,1.76905,0.43588,47.53909,-7.239015,-0.630698,0.50017,,,,,,,,,,,,7.39197,-7.12559,-0.01554,50.0,-0.2743,-2.07795,-77.87109,15.11279,4.36642,13.23603,-36.38313,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,958d5f90-e5bb-11ef-a81c-f96fdfcd56f7,75.35928,4.56771,,,,,,,,,2/8/25,25:29.7,2025-02-07T19:25:29.7117516-06:00,2025-02-08T01:25:29.7117516Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.6456,-75.74206,6.61802,1.68593,9.26053,-18.19157,-0.29329,-1.37561,2.18321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,c1454e5b-5039-410f-8664-49ae1e953083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0
54,2/7/25,25:49.4,8.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,1.0,0.0,Curveball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.047682132,67.80239,6.19736,-1.083641,1314.347166,26.100294,6:45,1.66317,0.23716,5.32998,-36.53911,-8.30292,-4.46051,2.55565,-0.8203,62.11492,-3.60005,-2.254144,0.38245,,,,,,,,,,,,4.33851,-10.43103,-0.44387,50.0,0.05473,1.39085,-101.32738,15.74655,4.38652,20.80024,-42.72046,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,a13cdbe0-e5bb-11ef-a81c-f96fdfcd56f7,98.55523,5.68747,,,,,,,,,2/8/25,25:49.4,2025-02-07T19:25:49.4560000-06:00,2025-02-08T01:25:49.4560000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.66768,-98.76339,10.40012,1.6712,10.48051,-21.36023,-0.2391,1.93156,2.19326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,d1450fd0-8caf-4bee-8fb8-24c02b579cd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
55,2/7/25,26:12.3,8.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,2.0,1.0,1.0,Screwball,,InPlay,Undefined,GroundBall,Out,1.0,0.0,-0.375,-0.240500736,64.97096,5.57713,0.39328,1400.89008,79.482481,8:45,1.67901,0.45369,5.15566,-30.50395,0.6626,-1.43295,2.6942,0.58432,59.19536,-2.642829,0.018703,0.401806,63.36372,-29.460539,-42.501057,,,,,6.98227,6.03452,-32.542855,0.064083,1.68307,-0.96161,-0.36128,50.0,0.25814,-0.83167,-97.26377,13.33586,1.55572,20.23632,-33.0629,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,aed95b20-e5bb-11ef-a81c-f96fdfcd56f7,93.80764,5.7756,,,,2.94431,,2.04304,2.94431,-0.23445,2/8/25,26:12.3,2025-02-07T19:26:12.3440000-06:00,2025-02-08T01:26:12.3440000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.84062,-94.70016,10.11816,1.68227,9.14732,-16.53145,-0.45416,-0.63459,0.77786,,2.03983,59.96855,,,,,,,,2.94677,-45.94559,,,,,,,,-0.2315,-54.95309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,3c2c7520-3f0a-4019-bd90-665aa666ba07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0
56,2/7/25,28:40.9,1.0,1.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,3.0,Top,0.0,0.0,0.0,Dropball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,64.0731,4.633879,1.500704,1296.363474,7.194211,6:15,2.05603,0.92573,5.07533,-43.28593,-11.26087,-1.53988,1.409,1.75386,58.86528,-6.894661,1.09854,0.407302,,,,,,,,,,,,2.17996,-12.91749,-0.60068,50.0,0.77838,-2.68316,-96.0684,12.89612,1.97008,19.4518,-43.84793,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,076c86e0-e5bc-11ef-a81c-f96fdfcd56f7,92.54179,5.20782,,,,,,,,,2/8/25,28:40.9,2025-02-07T19:28:40.9158988-06:00,2025-02-08T01:28:40.9158988Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.92348,-93.59122,9.7259,2.06513,7.31211,-21.92396,-0.9264,-2.43227,0.98504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,41296e1d-04d1-43c0-b0e7-71ae27b41aff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
57,2/7/25,28:58.0,1.0,2.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,3.0,Top,0.0,1.0,0.0,Riseball,,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,-0.12,-0.050102428,56.93445,2.90289,0.478769,2147.608498,178.743137,12:00,2.16922,0.68666,5.13507,-24.17379,16.34296,-0.3313,2.00305,0.96362,51.96859,-3.747021,0.392102,0.45813,,,,,,,,,,,,0.53295,16.91753,-0.58341,50.0,1.34724,-0.74556,-85.4317,7.15058,0.37939,15.79776,-20.13091,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,11a47e60-e5bc-11ef-a81c-f96fdfcd56f7,82.27455,4.96587,,,,,,,,,2/8/25,28:58.0,2025-02-07T19:28:57.9812684-06:00,2025-02-08T01:28:57.9812684Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.85627,-83.1558,7.89888,2.16848,4.25043,-10.06546,-0.68688,-0.69091,0.18969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,23546a59-05df-4a96-8de7-8322c9f17ed9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
58,2/7/25,29:15.6,1.0,3.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,3.0,Top,0.0,1.0,1.0,Riseball,,InPlay,Undefined,Popup,Out,1.0,0.0,-0.375,-0.240500736,57.26957,5.075938,0.701751,2205.458205,184.748042,12:15,2.20979,0.73239,5.3929,-24.17509,15.45324,1.18705,3.41005,1.27459,52.13275,-1.611042,1.014126,0.453079,,,,,,,,,,,,-1.01098,15.34891,-0.58843,50.0,0.89221,-0.92763,-85.82175,10.54234,-0.72572,16.02609,-21.15629,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,1c2035a0-e5bc-11ef-a81c-f96fdfcd56f7,83.19171,5.13682,,,,,,,,,2/8/25,29:15.6,2025-02-07T19:29:15.6209996-06:00,2025-02-08T01:29:15.6209996Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.60125,-83.47434,8.01304,2.20944,7.44349,-10.57814,-0.73209,-1.03393,-0.36286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,09f64095-70a4-45ff-9e03-fdcbee20a092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
